word,meaning,level,frequency
peel,剥落，脱皮 (vi.)；削…的皮，剥…的壳 (vt.)；皮， 外衣 (n.),CET6,
peg,小钉，栓，挂物钉；桩 (n.)；用钉子钉， 用钉固定； 限定； 将…看成， 将…归入 (vt.),CET6,
pendulum,摆， 钟摆； 摇摆不定的事态 (n.),CET6,
penguin,企鹅 (n.),CET6,
peninsula,半岛 (n.),CET6,
perfection,完美， 完善 (n.),CET6,
perfume,香水，香料，香气 (n.)；使充满芳香； 洒香水于 (vt.),CET6,
periodic,周期的， 定期的， 时而发生的 (adj.),CET6,
periodical,周期的； 定期的； 时而发生的 (adj.)；期刊 (n.),CET6,
perish,丧生， 毁灭， 消亡； 失去弹性， 老化 (vi.),CET6,
permeate,弥漫， 遍布， 散布； 渗入， 渗透 (v.),CET6,
permissible,可允许的， 许可的 (adj.),CET6,
perpetual,永久的， 永恒的， 长期的； 无休止的， 没完没了的 (adj.),CET6,
perplex,使困惑， 使费解； 使复杂化 (vt.),CET6,
persuasion,说服， 劝说； 信念， 信仰 (n.),CET6,
pest,有害生物， 害虫； 讨厌的人 (n.),CET6,
petition,请愿， 正式请求 (v.)；请愿书，申请书；诉状 (n.),CET6,
petty,小的， 琐碎的； 不重要的； 气量小的， 心胸狭窄的 (adj.),CET6,
physiological,生理的， 生理学的 (adj.),CET6,
pilgrim,朝圣者 (n.),CET6,
pirate,非法盗印者，侵犯版权者；海盗 (n.)；盗用， 非法盗印 (vt.),CET6,
pistol,手枪 (n.),CET6,
plague,瘟疫，鼠疫；灾难，祸患 (n.)；使痛苦， 给…造成困难 (vt.),CET6,
planetary,行星的 (n.),CET6,
plaster,灰浆，灰泥；石膏；橡皮膏，膏药 (n.)；在…上抹灰泥， 厚厚地涂抹 (vt.),CET6,
plateau,高原； 稳定时期 (n.),CET6,
plausible,似有道理的， 似乎正确的， 貌似可信的 (adj.),CET6,
plea,恳求， 请求； 抗辩， 答辩， 辩护； 借口， 托辞 (n.),CET6,
plead,恳求，请求；申诉，答辩，辩护 (vi.)；为…辩护， 提出…为理由 (vt.),CET6,
poke,伸出，突出 (vi.)；戳，捅；用…戳，把…戳向；伸出，突出 (vt.)；戳， 捅 (n.),CET6,
polar,地极的， 近地极的； 磁极的； 正好相反的， 截然对立的 (adj.),CET6,
pollutant,污染物质 (n.),CET6,
ponder,思索， 考虑， 沉思 (v.),CET6,
pope,教皇， 罗马主教 (n.),CET6,
porch,门廊 (n.),CET6,
pore,仔细阅读， 审视 (vi.)；毛孔，细孔 (n.),CET6,
portray,描写， 描绘； 扮演， 饰演 (vt.),CET6,
posture,摆出姿势， 装模作样 (vi.)；姿势，姿态；看法，态度 (n.),CET6,
practicable,可行的， 适用的 (adj.),CET6,
preach,布道， 说教 (vi.)；宣讲，布道；竭力鼓吹，宣传 (vt.),CET6,
precede,在…之前， 先于 (vt.),CET6,
precedent,先例， 范例； 【法】 判例； 惯例 (n.),CET6,
precipitate,使突然发生； 猛然抛下； 使沉淀 (v.),CET6,
preclude,排除； 阻止， 妨碍 (vt.),CET6,
predecessor,前任， 前辈； 原有事物， 前身 (n.),CET6,
predestine,预先确定； 注定 (vt.),CET6,
predominant,占主导地位的， 显著的 (adj.),CET6,
pregnancy,怀孕 (n.),CET6,
premature,比预期时间早的； 不成熟的， 仓促的 (adj.),CET6,
premier,首要的， 首位的， 首次的 (adj.)；总理，首相 (n.),CET6,
premise,房屋和地基， 经营场址； 前提， 假设 (n.),CET6,
premium,高级的，优质的；售价高的 (adj.)；保险金；额外费用，加付款；奖品，赠品；额外津贴 (n.),CET6,
preparatory,预备的 (adj.),CET6,
prescient,预知的， 预见的 (adj.),CET6,
prescription,处方， 药方， 药； 开处方， 开药方 (n.),CET6,
preside,主持，主管 (vi.),CET6,
prestige,威信， 威望 (n.),CET6,
presume,擅自行事 (vi.)；推测，假定，相信；冒昧，擅自；认定，推定 (vt.),CET6,
pretext,借口， 托辞 (n.),CET6,
prevalence,流行 (n.),CET6,
prevalent,流行的， 普遍的 (adj.),CET6,
preview,预映， 预演； 预告 (n.),CET6,
prey,捕食； 折磨， 使烦恼 (vi.)；被捕食的动物，捕获物；受害者 (n.),CET6,
privacy,个人自由； 隐私， 私生活， 私事 (n.),CET6,
probability,可能性， 可能发生的事； 概率 (n.),CET6,
probe,探索，查究，调查；用探针探查，探测 (v.)；探针， 探测器； 探索， 调查 (n.),CET6,
proceeding,诉讼 (n.),CET6,
processing,处理 (n.),CET6,
proclaim,宣告， 宣布， 声明； 显示 (vt.),CET6,
productive,多产的， 富饶的； 富有成效的 (adj.),CET6,
productivity,生产力； 生产率 (n.),CET6,
profess,表示， 承认； 宣称信仰 (vt.),CET6,
proficiency,熟练， 精通 (n.),CET6,
profitable,有利可图的， 有益的 (adj.),CET6,
profound,深度的， 深切的， 深远的； 知识渊博的， 见解深刻的； 深奥的 (adj.),CET6,
promising,有希望的， 有前途的 (adj.),CET6,
prone,易于…的， 很有可能…的； 俯卧的 (adj.),CET6,
propaganda,宣传 (n.),CET6,
propagate,繁殖， 增殖； 传播， 宣传， 普及 (v.),CET6,
propel,推进， 推动； 激励， 驱使 (vt.),CET6,
prophet,先知； 预言者 (n.),CET6,
proposition,论点， 主张； 建议， 提案； 命题 (n.),CET6,
prose,散文 (n.),CET6,
prosecute,起诉， 告发 (vi.)；对…提起公诉，告发，检举；继续从事 (vt.),CET6,
prospective,预期的； 未来的； 可能的 (adj.),CET6,
prototype,原型 (n.),CET6,
provocative,挑衅的， 煽动的， 刺激的； 挑逗的 (adj.),CET6,
proximity,接近， 邻近 (n.),CET6,
prune,修剪， 修整； 删除， 削减 (vt.),CET6,
psychiatrist,精神科医生， 精神病专家 (n.),CET6,
pudding,布丁 (n.),CET6,
pumpkin,南瓜 (n.),CET6,
purify,使纯净， 提纯； 使纯洁 (vt.),CET6,
purity,纯净， 纯洁， 纯正 (n.),CET6,
pursuit,追求， 寻求； 追赶， 追逐； 事， 嗜好， 消遣 (n.),CET6,
qualitative,性质的， 定性的 (adj.),CET6,
quantify,确定…的数量， 量化 (vt.),CET6,
quantitative,量的， 定量的 (adj.),CET6,
quart,夸脱 (n.),CET6,
quarterly,按季度，一季一次 (adv.)；季度的，每季一次的 (adj.)；季刊 (n.),CET6,
quartz,石英 (n.),CET6,
queer,奇怪的， 异常的； 不舒服的， 眩晕的 (adj.),CET6,
quench,止； 扑灭 (vt.),CET6,
quest,寻找， 搜索； 追求 (n.),CET6,
questionnaire,问卷， 征求意见表 (n.),CET6,
quiver,颤抖，发抖，抖动 (vi.)；颤抖， 抖动， 颤声 (n.),CET6,
quota,定额， 限额， 配额 (n.),CET6,
racket,喧嚷， 吵闹； 敲诈， 勒索， 诈骗； 球拍 (n.),CET6,
radiant,容光焕发的， 喜形于色的； 光芒四射的， 光辉灿烂的； 辐射的 (adj.),CET6,
radiate,发出， 辐射； 流露， 显示 (v.),CET6,
radioactive,放射性的， 有辐射能的 (adj.),CET6,
radius,半径， 半径范围 (n.),CET6,
random,任意的， 随机的 (adj.),CET6,
rap,说唱 (vi.)；敲击，急敲；突然厉声说出；责备，训斥 (vt.)；敲击， 急敲 (n.),CET6,
rape,强奸 (n&vt.),CET6,
rash,轻率的，鲁莽的 (adj.)；疹， 皮疹； 爆发的一连串 (n.),CET6,
rating,等级， 品级， 评定结果； 收视率， 收听率 (n.),CET6,
reaffirm,重申； 再确认 (vt.),CET6,
reap,收割， 收获； 获得， 得到 (vt.),CET6,
reassess,再评价 (vt.),CET6,
reassure,使放心 (vt.),CET6,
rebellion,反叛， 反抗 (n.),CET6,
recede,退， 退去， 渐渐远去； 向后倾斜， 缩进 (vi.),CET6,
recipe,烹饪法， 食谱； 方法， 秘诀， 诀窍 (n.),CET6,
recipient,接受者， 接收者 (n.),CET6,
reciprocal,相互的； 互惠的 (adj.),CET6,
recite,背诵， 朗诵； 列举， 一一说出 (v.),CET6,
reckless,鲁莽的， 不考虑后果的 (adj.),CET6,
reclaim,要回； 开垦； 回收 (vt.),CET6,
reconcile,使协调； 使和解； 使顺从， 使甘心 (vt.),CET6,
reconciliation,和解， 调和 (n.),CET6,
rectangular,长方形的， 矩形的 (adj.),CET6,
rectify,纠正， 修复 (vt.),CET6,
recur,再发生， 重现 (vi.),CET6,
recycle,回收利用 (vt.),CET6,
redundant,多余的， 过剩的 (adj.),CET6,
reel,摇摇晃晃地移动，蹒跚；眩晕，发昏 (vi.)；卷轴，卷筒，卷盘 (n.)；卷， 绕 (vt.),CET6,
referee,当裁判 (vi.)；裁判员；证明人，推荐人；仲裁者，调解者 (n.),CET6,
refrain,抑制，克制，戒除 (vi.)；叠句， 副歌 (n.),CET6,
refreshment,茶点， 点心； 恢复， 精神爽快 (n.),CET6,
refuge,庇护所， 避难处； 庇护 (n.),CET6,
refund,退款 (n.)；退还 (vt.),CET6,
refute,驳斥， 驳倒 (vt.),CET6,
regenerate,新生， 再生， 起革新作用 (vi.)；使新生，重建，改革，革新 (vt.),CET6,
regime,政治制度， 政权 (n.),CET6,
regiment,团；大量 (n.)；严格地管制， 严密地编组 (vt.),CET6,
rehearsal,排练， 排演 (n.),CET6,
reign,当政， 统治； 占主导地位 (vi.)；君主的统治，君主的统治时期 (n.),CET6,
rein,缰绳 (n.)；勒缰使停步； 控制， 约束 (vt.),CET6,
rejection,拒绝 (n.),CET6,
rejoice,感到高兴， 充满喜悦 (vi.),CET6,
relay,接力赛；中继转播 (n.)；传送， 传达， 转述； 中继转播 (vt.),CET6,
relegate,使降位， 使降级； 把…委托给 (vt.),CET6,
reliance,依靠， 依赖 (n.),CET6,
relish,享受，从…中获得乐趣 (vt.)；享受， 滋味， 乐趣； 调味品 (n.),CET6,
reluctance,不愿， 勉强 (n.),CET6,
remainder,余下的部分， 剩下的人数 (n.),CET6,
remnant,残留部分 (n.),CET6,
renaissance,文艺复兴， 文艺复兴时期； 复兴， 再生 (n.),CET6,
repay,归还； 报答 (vt.),CET6,
repel,使厌恶； 击退， 逐回， 驱除； 排斥 (vt.),CET6,
repertoire,全部节目 (n.),CET6,
repetitive,重复的， 反复性的 (adj.),CET6,
repression,压抑， 压制， 镇压 (n.),CET6,
reproach,责备， 批评 (n&vt.),CET6,
resemblance,相似， 形似 (n.),CET6,
resent,对…表示愤恨， 怨恨 (vt.),CET6,
reside,居住， 定居； 存在， 在于 (vi.),CET6,
residential,居住的， 住宅的； 寄宿的， 住在住所的 (adj.),CET6,
resultant,作为结果的， 因而发生的 (adj.),CET6,
retention,保留， 保持 (n.),CET6,
retort,反驳， 回嘴 (n&v.),CET6,
retrieve,重新得到， 取回， 收回； 挽回， 补救； 检索 (vi.),CET6,
retrospect,回顾 (n.),CET6,
reunion,重聚， 团聚； 聚会， 联谊活动 (n.),CET6,
revelation,被提示的真相， 新发现； 揭示， 透露， 显示 (n.),CET6,
revenge,报复，报仇 (n.)；为…报仇， 报…之仇 (vt.),CET6,
revive,复苏 (v.),CET6,
revolve,旋转 (vi.),CET6,
rig,操纵，垄断；给装配帆及索具；用临时替代材料迅速搭起 (vt.)；船桅的装置， 成套器械 (n.),CET6,
rigorous,严密的， 缜密的； 严格的， 严厉的 (adj.),CET6,
rim,边，缘 (n.)；环绕边缘 (vt.),CET6,
rip,扯破，撕坏 (v.)；裂口， 裂缝 (n.),CET6,
ritual,作为仪式一部分的； 例行的 (adj.)；仪式；例行公事，老规矩 (n.),CET6,
rivalry,竞争， 竞赛； 对抗 (n.),CET6,
robust,强壮的， 健康的 (adj.),CET6,
romance,恋爱， 恋爱关系； 浪漫气氛， 传奇色彩； 爱情小说， 传奇故事 (n.),CET6,
rot,腐烂，腐朽 (v.)；腐烂， 腐朽 (n.),CET6,
rotary,旋转的， 转动的 (adj.),CET6,
royalty,王族； 版税 (n.),CET6,
rupture,破裂 (v.)；破裂，裂开；决裂，断绝 (n.),CET6,
sacred,神圣的； 宗教的； 神圣不可侵犯的 (adj.),CET6,
safeguard,保护，维护 (vt.)；预防措施； 保证条款 (n.),CET6,
saleable,适合销售的 (adj.),CET6,
salute,敬礼，致意 (vi.)；向…敬礼，向…致意；赞扬，颂扬 (vt.)；敬礼， 致意 (n.),CET6,
salvation,拯救， 解救； 解救措施 (n.),CET6,
saturate,使湿透， 浸透； 使充满， 使饱和 (vt.),CET6,
savage,残暴的，凶猛的，粗鲁的；未开化的，野蛮的 (adj.)；野蛮人，粗鲁的人 (n.)；乱咬； 激烈抨击 (vt.),CET6,
scar,留下伤痕 (v.)；伤疤，伤痕；创伤 (n.),CET6,
scent,香味，气味；臭迹；踪迹，线索；香水 (n.)；嗅到， 察觉 (vt.),CET6,
scoop,舀出； 抢在之前报道新闻 (v.)；勺子；抢先报道的新闻 (n.),CET6,
scorn,轻蔑，鄙视 (n.)；轻蔑， 鄙视； 拒绝， 不屑 (vt.),CET6,
scramble,攀登，爬；争夺，抢夺 (vi.)；扰乱，搞乱 (vt.)；攀登， 爬行； 争夺， 抢夺 (n.),CET6,
scrap,碎片，碎屑；废金属；残羹剩饭；少量，点滴 (n.)；废弃， 抛弃 (vt.),CET6,
scrub,用力擦洗，把…擦净；取消 (v.)；矮树丛， 灌木丛 (n.),CET6,
scrutiny,详细检查， 仔细观察 (n.),CET6,
sculpture,雕刻， 雕塑； 雕刻作品， 雕塑品 (n.),CET6,
seam,缝， 接缝； 煤层 (n.),CET6,
seemingly,表面上， 看上去 (adv.),CET6,
segregate,使隔离， 使分开 (vt.),CET6,
sensation,感觉能力； 感觉， 知觉； 轰动， 引起轰动的事件 (n.),CET6,
sensational,轰动的， 耸人听闻的； 使人感动的， 非常好的 (adj.),CET6,
sentiment,意见， 观点； 感情， 情绪 (n.),CET6,
sergeant,中士， 警官 (n.),CET6,
serial,连续的， 顺序排列的 (adj.)；连续剧，连载故事 (n.),CET6,
setback,挫折， 倒退， 失败 (n.),CET6,
shabby,破旧的， 衣衫褴褛的； 卑鄙的； 不公正的 (adj.),CET6,
shaft,柄， 杆； 束， 光线； 轴； 竖井， 升降井 (n.),CET6,
shark,鲨鱼； 勒索者， 诈骗者， 放高利贷的人 (n.),CET6,
shatter,碎裂 (vi.)；使粉碎，砸碎；使破灭；使震惊 (vt.),CET6,
shepherd,牧羊人，羊倌 (n.)；带领， 引导 (vt.),CET6,
shipment,装运， 装船； 装载的货物 (n.),CET6,
shove,用力推，挤 (vi.)；乱推，挤；乱塞，随意放 (vt.)；猛推 (n.),CET6,
shrewd,机灵的， 敏锐的， 精明的 (adj.),CET6,
shrub,灌木 (n.),CET6,
shutter,百叶窗； 快门 (n.),CET6,
shuttle,穿梭般来回 (vi.)；短程穿梭运行的飞机；航天飞机；梭子 (n.)；短程穿梭运送 (vt.),CET6,
siege,包围， 围困 (n.),CET6,
sieve,筛子，漏勺 (n.)；筛， 滤 (vt.),CET6,
signify,有重要性 (vi.)；表示…的意思，意味，预示 (vt.),CET6,
silicon,硅 (n.),CET6,
simulate,模仿， 模拟； 假装， 冒充 (vt.),CET6,
simultaneous,同时发生的， 同时存在的； 同步的， 一齐的 (adj.),CET6,
sip,小口地喝，抿，呷 (v.)；小口喝， 一小口的量 (n.),CET6,
situated,位于…的， 坐落在…的； 处于…境地的 (adj.),CET6,
skeleton,骨骼； 框架， 骨干； 梗概， 提要 (n.),CET6,
skeptical,表示怀疑的 (adj.),CET6,
skip,跳，蹦跳；跳绳 (vi.)；跳过，略过，漏过 (vt.)；跳， 蹦跳 (n.),CET6,
skull,颅骨， 脑壳 (n.),CET6,
slack,懈怠， 懒散 (vi.)；懈怠的，马虎的；萧条的，清淡的，不活跃的；松的 (adj.)；松弛部分；宽松裤 (n.),CET6,
slash,砍；大幅度削减 (vt.)；砍， 砍痕； 斜线号 (n.),CET6,
slaughter,屠杀， 杀戮； 屠宰 (n&vt.),CET6,
slick,圆滑的， 口齿伶俐的； 精巧的， 巧妙的， 灵巧的； 光滑的， 滑溜的 (adj.),CET6,
slogan,标语， 口号； 广告语 (n.),CET6,
slot,狭缝，狭槽；位置，空位 (n.)；把…放入狭长开口中； 把…纳入其中， 使有位置 (vt.),CET6,
slum,贫民窟 (n.),CET6,
slump,大幅度下降，暴跌；突然倒下 (vi.)；萧条期， 低潮 (n.),CET6,
smuggle,走私， 非法私运； 偷运， 偷带 (vt.),CET6,
snack,快餐， 小吃， 点心 (n.),CET6,
snatch,一把抓住 (vi.)；夺，夺走，抢走；一下子拉，一把抓住；抓住机会做，抽空做 (vt.)；片断 (n.),CET6,
sneak,偷偷地走，溜 (vi.)；偷偷地做 (vt.),CET6,
sniff,以鼻吸气，用力吸入；嗅，闻 (v.)；吸气； 嗅， 闻 (n.),CET6,
sober,未醉的，有节制的；严肃的，持重的；素淡的，暗淡的 (adj.)；醒酒， 清醒 (v.),CET6,
solidarity,团结一致 (n.),CET6,
solitary,单独的， 独自的； 单个的， 唯一的； 孤独的， 隐居的 (adj.),CET6,
solo,以独力，单独地 (adv.)；单独的，单独进行的 (adj.)；独奏， 独唱， 独舞 (n.),CET6,
soluble,可溶的； 可解决的 (adj.),CET6,
sovereign,拥有最高统治权的， 至高无上的； 具有独立主权的 (adj.)；君主，元首 (n.),CET6,
spacious,宽广的， 宽敞的 (adj.),CET6,
sparkle,发光，闪耀，闪烁；活跃，焕发 (vi.)；闪光， 闪耀， 闪烁； 活力， 生气 (n.),CET6,
specialty,特产， 名产， 特色菜； 专业， 专长 (n.),CET6,
specification,规格， 规范； 明确说明； 说明书 (n.),CET6,
spectacle,演出， 场面； 景象， 壮观； 眼镜 (n.),CET6,
spectator,观众， 旁观者 (n.),CET6,
spectrum,谱， 光谱， 频谱； 范围， 幅度， 系列 (n.),CET6,
spice,香料，调味品；趣味，情趣，风味 (n.)；使增添趣味； 加香料于 (vt.),CET6,
spine,脊柱， 脊椎； 刺， 刺毛； 书脊 (n.),CET6,
spiral,盘旋上升； 不断急剧地上升 (vi.)；螺旋的 (adj.)；螺旋，螺旋式的上升 (n.),CET6,
splash,溅，泼 (v.)；溅泼声； 溅出的水； 斑点 (n.),CET6,
sponge,用湿海绵擦， 揩； 过寄生生活 (v.)；海绵 (n.),CET6,
spontaneous,自发的， 无意识的； 自然的， 天真率直的 (adj.),CET6,
spouse,配偶 (n.),CET6,
sprinkle,撒，洒 (v.)；少量， 少数 (n.),CET6,
spy,当间谍；暗中监视 (vi.)；间谍 (n.)；看见， 发现 (vt.),CET6,
squad,班， 小队， 小组 (n.),CET6,
stab,刺， 戳 (n&v.),CET6,
stability,稳定， 稳固 (n.),CET6,
stabilize,稳定， 稳固 (v.),CET6,
stagger,摇晃，蹒跚 (vi.)；使吃惊；使错开，使交错 (vt.)；蹒跚， 踉跄 (n.),CET6,
staircase,楼梯 (n.),CET6,
stalk,高视阔步地走 (vi.)；茎，梗，柄 (n.)；悄悄地跟踪 (vt.),CET6,
stall,熄火； 拖延， 推迟 (v.)；货摊； (n.),CET6,
staple,主要的； 经常需要的 (adj.)；订书钉，U形钉；主食；主要产品 (n.)；用订书钉订 (vt.),CET6,
startle,使惊吓， 使吃惊 (vt.),CET6,
statesman,国务活动家， 政治家 (n.),CET6,
stationary,固定的， 静止不动的 (adj.),CET6,
statistics,统计学； 统计表 (n.),CET6,
stereo,立体的；立体声的 (adj.)；立体声 (n.),CET6,
stern,严厉的，严格的，严峻的 (adj.)；船尾 (n.),CET6,
stimulus,促进； 刺激 (n.),CET6,
stitch,缝， 绣 (v.)；一针，线迹；缝法，针法，编结法；突然剧痛 (n.),CET6,
straightforward,正直的， 坦率的； 易懂的， 简单的 (adj.),CET6,
strand,股，缕；一个组成部分 (n.)；使搁浅 (vt.),CET6,
stray,走失，迷路；分心，走神；离题 (vi.)；迷路的，走失的；孤立的，零星的 (adj.)；走失的家畜 (n.),CET6,
streak,飞跑，疾驶 (vi.)；条纹，条痕；个性特征；一阵子，一连串 (n.)；在…上加条纹 (vt.),CET6,
